x,VTR_reached_count,mean_evaluations,std_evaluations,mean_avg_obj_vals,std_avg_obj_vals,mean_best_obj_vals,std_best_obj_vals
150,7,3874650.0,969505.0595535848,1.0337172591826198,0.0007083583703140753,1.035273779687152,3.422796789981278e-06
180,8,3672486.0,872829.1541899823,1.0326212068203828,0.0005408153017882954,1.0352715672431079,8.173673931264513e-06
210,7,4072320.0,792995.4311469897,1.0320804422661412,0.0008424288579252053,1.0352748541474028,1.175918244979086e-06
