x,VTR_reached_count,mean_evaluations,std_evaluations,mean_avg_obj_vals,std_avg_obj_vals,mean_best_obj_vals,std_best_obj_vals
6,3,50684.0,62990.63174790359,1.0347411317187643,0.0007561774438375248,1.0347422348073751,0.0007569521021817331
30,2,590265.0,7245.0,1.0345754409996988,0.0010272064036490952,1.0350996872751579,0.00015248804678687016
60,2,1374060.0,464460.0,1.0348048936949152,0.0010566420536939568,1.0352528252455633,2.6481957481279842e-05
90,5,2573100.0,1126276.5281670394,1.0341390388920684,0.0013595905273813974,1.0352643584833934,1.670431444615154e-05
120,8,3018280.0,1115331.4484941238,1.0332239799079503,0.0010559941013173438,1.0352750652252856,5.907447091331553e-07
