x,VTR_reached_count,mean_evaluations,std_evaluations,mean_avg_obj_vals,std_avg_obj_vals,mean_best_obj_vals,std_best_obj_vals
0.1,0,5000040.0,0.0,1.0291347763642682,0.0008333822722661102,1.0352503368897046,2.1100454161955745e-05
0.3,5,1077720.0,334505.6598624304,1.0341647072756108,0.001596958909355472,1.0352537283423695,3.062174204299485e-05
0.5,7,212991.42857142858,54518.7787905812,1.0344110676243603,0.00149462062085488,1.0351983070598014,0.0001882295453198153
0.8,10,31824.0,5849.196867946915,1.0352548548045968,1.4080728536726085e-05,1.035275490392101,1.6310493446353206e-07
1.0,10,14586.0,4020.4880300779405,1.0352569039505954,1.532645306921496e-05,1.0352755720362568,2.931673521682428e-07
