num_points,VTR_reached_count,mean_evaluations,std_evaluations,mean_avg_obj_vals,std_avg_obj_vals,mean_best_obj_vals,std_best_obj_vals
2,10,544.0,122.89833196589773,1.1259159229897553,0.06429501189785661,1.4142135623730954,2.220446049250313e-16
3,2,1711050.0,807630.0,1.034882488245633,0.0007186116493720511,1.0352232121154112,7.919704226380992e-05
4,10,8432.0,1101.0976341814562,0.7321903832720016,0.026392330599487184,1.0,0.0
5,10,37970.0,6713.724748602671,0.5913865022808744,0.00762687810637876,0.7071067811865477,1.1102230246251565e-16
6,0,5000040.0,0.0,0.5850362549384776,0.0017455978267299427,0.6006877926720532,0.00021524448705287575
7,0,5000100.0,0.0,0.5131117990441785,0.0008198695726954082,0.5333341433699463,0.0010057445074484357
8,0,5000000.0,0.0,0.48579658999988046,0.0020862918654347322,0.5159723723076861,0.0013671174998718789
9,10,2251116.0,842315.6142349493,0.41857675798494726,0.004252128664006726,0.5,0.0
